names,labels,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308
BigShouldersInlineDisplay-Regular,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,69,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,121,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,117,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,100,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,106,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,108,77,0,0,0,0,0,0,0,0,0,0,0,0
EncodeSansSemiExpanded-ExtraBold,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,64,140,196,226,243,245,230,197,140,55,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,57,189,253,255,255,255,255,255,255,255,255,251,171,35,1,0,0,0,0,0,0,0,0,0,0,0,1,59,227,255,255,255,255,255,255,255,255,255,255,255,255,191,22,0,0,0,0,0,0,0,0,0,0,0,8,188,255,255,255,254,244,228,222,222,230,247,254,255,255,255,90,2,0,0,0,0,0,0,0,0,0,0,33,254,255,255,255,235,155,79,51,52,87,177,243,255,255,255,144,4,0,0,0,0,0,0,0,0,0,0,61,255,255,255,255,188,23,0,0,0,0,60,206,255,255,255,148,4,0,0,0,0,0,0,0,0,0,0,46,253,255,255,255,198,49,6,0,0,0,62,207,255,255,252,96,2,0,0,0,0
FiraSans-ExtraLigh,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,123,202,239,239,200,121,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,194,185,114,69,69,116,188,194,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,189,147,52,13,7,7,14,56,154,187,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,205,71,6,0,0,0,0,7,76,211,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,184,49,0,0,0,0,0,0,52,193,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,191,51,0,0,0,0,0,0,54,199,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,209,93,14,0,0,0,0,13,92,209,53,0,0,0,0,0,0,0
BarlowSemiCondensed-ExtraLightItalic,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,71,165,227,244,219,145,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,123,176,117,47,35,81,170,194,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,166,85,14,4,2,9,56,185,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,176,116,27,0,0,0,0,26,132,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,194,76,4,0,0,0,0,23,118,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,146,50,0,0,0,0,0,32,149,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,41,14,0,0,0,0,5,58,196,48,0,0,0,0,0,0,0,0
Voces-Regular,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,255,255,255,255,255,255,255,255,255,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,255,255,244,235,235,235,235,235,235,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,255,255,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,255,255,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,255,255,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,255,255,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChangaOne-Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,121,180,210,225,225,208,175,113,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,135,221,245,249,252,253,253,251,249,244,218,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,226,252,255,255,255,255,255,255,255,255,252,223,102,0,0,0,0,0,0,0,0,0,0,0,0,0,39,211,252,255,255,255,255,255,255,255,255,255,255,251,207,19,0,0,0,0,0,0,0,0,0,0,0,0,111,235,255,255,255,255,228,193,177,201,248,255,255,255,238,84,0,0,0,0,0,0,0,0,0,0,0,0,170,245,255,255,255,231,125,48,43,112,235,255,255,255,245,146,0,0,0,0,0
NotoSansSC-Black,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,103,218,255,255,255,255,230,117,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,151,255,255,255,255,255,255,255,255,159,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,98,251,255,254,235,202,201,231,253,255,252,92,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,183,255,255,239,144,29,25,123,230,255,255,170,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,225,255,255,215,79,0,0,42,195,255,255,208,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,224,255,255,225,98,0,0,38,193,255,255,198,7,0,0,0,0,0,0,0
PTM55FT,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,96,185,234,251,238,194,109,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,205,255,255,255,255,255,255,255,211,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,197,255,242,121,41,10,39,136,251,255,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,255,253,65,0,0,0,0,0,107,255,255,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,255,202,0,0,0,0,0,0,4,250,255,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,255,217,0,0,0,0,0,0,12,254,255,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,251,255,99,0,0,0,0,0,106,255,190,0,0,0,0,0,0,0,0
IMFeGPrm28P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,79,112,122,102,58,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,66,115,156,185,199,202,194,177,156,121,71,16,2,0,0,0,0,0,0,0,0,0,0,0,0,5,35,92,157,211,234,227,214,211,214,223,243,216,162,91,30,8,0,0,0,0,0,0,0,0,0,0,0,21,102,220,248,245,212,160,124,118,126,151,215,242,246,219,95,29,1,0,0,0,0,0,0,0,0,0,0,95,188,246,239,147,71,32,25,24,25,33,64,160,228,246,212,91,14,0,0,0,0,0,0,0,0,0,30,150,234,241,159,70,16,0,0,0,0,2,12,67,149,233,246,147,54,0,0,0,0
TitanOne-Regular,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,59,167,233,255,255,255,255,255,239,202,140,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,125,248,255,255,255,255,255,255,255,255,255,255,152,4,0,0,0,0,0,0,0,0,0,0,0,0,8,113,253,255,255,255,255,255,255,255,255,255,255,255,109,3,0,0,0,0,0,0,0,0,0,0,0,0,38,234,255,255,255,255,255,255,255,255,255,255,255,248,49,1,0,0,0,0,0,0,0,0,0,0,0,3,115,255,255,255,255,255,253,232,208,204,208,215,225,183,15,0,0,0,0,0,0,0,0,0,0,0,0,5,187,255,255,255,255,255,232,129,34,26,43,66,91,54,4,0,0,0,0,0,0
Sansation-Ligh,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,102,167,213,239,248,241,218,174,105,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,220,203,147,103,79,70,77,103,155,213,202,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,71,33,18,12,8,7,8,12,20,63,165,209,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,1,0,0,0,0,0,0,0,7,64,199,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,145,217,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,117,230,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,131,225,7,0,0,0,0,0,0
Sanchez-Regular,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,39,61,59,30,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,141,229,255,255,255,253,213,113,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,205,253,242,228,222,223,232,246,254,173,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,186,252,219,123,36,4,10,57,157,235,254,147,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,255,233,103,1,0,0,0,0,13,149,244,246,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,253,201,13,0,0,0,0,0,0,53,222,255,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,198,134,0,0,0,0,0,0,0,23,215,255,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,56,33,0,0,0,0,0,0,0,54,222,255,75,0,0,0,0,0,0,0
Arvo-BoldItalic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,46,165,247,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,41,140,234,255,255,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,118,220,255,255,255,255,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,168,254,255,255,255,255,251,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,225,255,255,255,255,255,223,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,251,238,238,255,255,255,169,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,109,196,143,184,255,255,255,115,4,0,0,0,0,0,0,0,0,0
MonteCarlo-Regular,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,51,175,233,201,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,83,146,193,228,171,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,48,86,117,148,209,206,127,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,41,121,130,96,69,220,167,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,78,142,82,38,55,134,231,116,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,41,65,64,29,13,79,196,190,77,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,32,32,5,1,31,123,227,127,41,0,0,0,0,0,0,0,0,0
AlegreyaSans-ExtraBoldItalic,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,32,32,32,32,32,32,32,32,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,143,221,222,222,222,222,222,222,222,222,186,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,187,255,255,255,255,255,255,255,255,248,192,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,205,255,255,255,255,255,255,255,255,232,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,222,255,241,178,119,115,117,128,145,135,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,238,255,227,101,7,0,2,14,30,34,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,141,250,255,223,80,5,0,0,0,0,0,0,0,0,0,0,0,0
Sunflower-Medium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,109,123,112,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,117,212,244,245,223,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,177,237,251,255,255,232,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,141,213,245,254,255,255,255,232,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,183,235,251,253,206,183,227,255,232,87,0,0,0,0,0,0,0,0,0,0
BigShouldersDisplay-Thin,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,99,99,106,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,31,31,123,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,96,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,79,8,0,0,0,0,0,0,0,0,0,0,0
ZillaSlab-Italic,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,131,202,237,244,224,169,79,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,206,241,213,180,175,206,241,222,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,202,222,115,38,22,21,34,103,227,214,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,168,242,128,30,2,0,0,2,36,144,239,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,216,215,68,4,0,0,0,0,7,78,249,207,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,230,178,46,0,0,0,0,0,0,55,236,229,24,0,0,0,0,0,0,0
DavidLibre-Regular,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,138,228,233,200,153,79,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,206,249,250,243,232,215,159,66,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,122,181,205,226,250,255,255,234,159,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,59,81,92,111,145,205,247,255,227,130,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,101,215,249,254,171,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,154,233,255,179,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,213,254,169,26,0,0,0,0,0,0,0,0
Hanuman-Bold,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,99,194,240,239,193,97,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,181,252,244,237,238,247,254,172,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,171,252,207,92,19,29,129,229,254,144,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,82,254,225,91,0,0,0,8,142,242,247,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,253,189,15,0,0,0,0,54,211,255,141,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,234,246,155,0,0,0,0,0,7,185,253,202,7,0,0,0,0,0,0,0
SairaSemiCondensed-Bold,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,252,255,255,255,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,255,255,255,252,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,229,255,255,255,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,255,255,255,255,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,255,255,255,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,254,255,255,255,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,255,255,255,232,6,0,0,0,0,0,0,0,0,0,0,0,0
